,DR,TM,accuracy_local,accuracy_global,perception
11692,som,lsi_linear_combined,0.87,0.68,0.45
11693,som,lsi_linear_combined,0.81,0.7,0.34
11694,som,lsi_linear_combined,0.83,0.68,0.37
11695,som,lsi_linear_combined,0.89,0.72,0.48
11696,som,lsi_linear_combined,0.89,0.75,0.46
11697,som,lsi_linear_combined,0.88,0.73,0.45
11698,som,lsi_linear_combined,0.8,0.65,0.37
11699,som,lsi_linear_combined,0.9,0.73,0.51
11700,som,lsi_linear_combined,0.77,0.64,0.35
11701,som,lsi_linear_combined,0.88,0.71,0.45
11702,som,lsi_linear_combined,0.86,0.7,0.47
11703,som,lsi_linear_combined,0.83,0.69,0.31
11704,som,lsi_linear_combined,0.87,0.72,0.43
11705,som,lsi_linear_combined,0.8,0.69,0.37
11706,som,lsi_linear_combined,0.9,0.75,0.51
11707,som,lsi_linear_combined,0.82,0.63,0.37
11708,som,lsi_linear_combined,0.86,0.7,0.44
11709,som,lsi_linear_combined,0.87,0.7,0.45
11710,som,lsi_linear_combined,0.83,0.72,0.39
11711,som,lsi_linear_combined,0.86,0.68,0.37
11712,som,lsi_linear_combined,0.79,0.64,0.34
11713,som,lsi_linear_combined,0.84,0.71,0.35
11714,som,lsi_linear_combined,0.85,0.7,0.43
11715,som,lsi_linear_combined,0.81,0.69,0.35
11716,som,lsi_linear_combined,0.9,0.75,0.48
11717,som,lsi_linear_combined,0.91,0.73,0.49
15531,som,lsi_linear_combined,0.87,0.64,0.2
15532,som,lsi_linear_combined,0.87,0.6,0.18
15533,som,lsi_linear_combined,0.93,0.72,0.2
15534,som,lsi_linear_combined,0.92,0.73,0.19
15535,som,lsi_linear_combined,0.93,0.75,0.19
15536,som,lsi_linear_combined,0.85,0.6,0.18
15537,som,lsi_linear_combined,0.87,0.62,0.19
15538,som,lsi_linear_combined,0.92,0.71,0.19
15539,som,lsi_linear_combined,0.9,0.62,0.19
15540,som,lsi_linear_combined,0.9,0.69,0.19
15541,som,lsi_linear_combined,0.92,0.75,0.19
15542,som,lsi_linear_combined,0.92,0.7,0.21
15543,som,lsi_linear_combined,0.91,0.72,0.18
15544,som,lsi_linear_combined,0.87,0.68,0.18
15545,som,lsi_linear_combined,0.88,0.64,0.19
15546,som,lsi_linear_combined,0.94,0.74,0.2
15547,som,lsi_linear_combined,0.83,0.64,0.18
15548,som,lsi_linear_combined,0.93,0.72,0.19
15549,som,lsi_linear_combined,0.85,0.69,0.18
15550,som,lsi_linear_combined,0.9,0.63,0.22
15551,som,lsi_linear_combined,0.94,0.75,0.22
15552,som,lsi_linear_combined,0.94,0.75,0.21
15553,som,lsi_linear_combined,0.94,0.75,0.2
15554,som,lsi_linear_combined,0.93,0.7,0.19
15555,som,lsi_linear_combined,0.9,0.69,0.19
15556,som,lsi_linear_combined,0.93,0.69,0.21
15557,som,lsi_linear_combined,0.86,0.63,0.24
15558,som,lsi_linear_combined,0.91,0.75,0.18
15559,som,lsi_linear_combined,0.86,0.57,0.19
15560,som,lsi_linear_combined,0.93,0.77,0.19
15561,som,lsi_linear_combined,0.93,0.72,0.21
15562,som,lsi_linear_combined,0.9,0.7,0.2
15563,som,lsi_linear_combined,0.94,0.75,0.21
15564,som,lsi_linear_combined,0.82,0.68,0.16
15565,som,lsi_linear_combined,0.84,0.69,0.19
15566,som,lsi_linear_combined,0.94,0.73,0.2
19365,som,lsi_linear_combined,0.94,0.71,0.58
19366,som,lsi_linear_combined,0.9,0.59,0.4
19367,som,lsi_linear_combined,0.94,0.7,0.58
19368,som,lsi_linear_combined,0.86,0.68,0.46
19369,som,lsi_linear_combined,0.96,0.74,0.62
19370,som,lsi_linear_combined,0.96,0.77,0.61
19371,som,lsi_linear_combined,0.96,0.77,0.63
19372,som,lsi_linear_combined,0.94,0.68,0.53
19373,som,lsi_linear_combined,0.93,0.7,0.54
19374,som,lsi_linear_combined,0.91,0.61,0.46
19375,som,lsi_linear_combined,0.95,0.73,0.6
19376,som,lsi_linear_combined,0.88,0.7,0.49
19377,som,lsi_linear_combined,0.89,0.71,0.44
19378,som,lsi_linear_combined,0.91,0.66,0.46
19379,som,lsi_linear_combined,0.94,0.7,0.53
19380,som,lsi_linear_combined,0.95,0.7,0.57
19381,som,lsi_linear_combined,0.91,0.7,0.47
19382,som,lsi_linear_combined,0.89,0.64,0.45
19383,som,lsi_linear_combined,0.94,0.63,0.54
19384,som,lsi_linear_combined,0.93,0.72,0.53
19385,som,lsi_linear_combined,0.95,0.75,0.59
19386,som,lsi_linear_combined,0.96,0.71,0.61
19387,som,lsi_linear_combined,0.91,0.63,0.46
19388,som,lsi_linear_combined,0.91,0.65,0.41
19389,som,lsi_linear_combined,0.95,0.69,0.57
19390,som,lsi_linear_combined,0.96,0.75,0.6
19391,som,lsi_linear_combined,0.95,0.68,0.59
19392,som,lsi_linear_combined,0.92,0.64,0.48
19393,som,lsi_linear_combined,0.95,0.69,0.6
19394,som,lsi_linear_combined,0.94,0.73,0.57
19395,som,lsi_linear_combined,0.95,0.74,0.58
19396,som,lsi_linear_combined,0.95,0.72,0.62
19397,som,lsi_linear_combined,0.94,0.74,0.55
19398,som,lsi_linear_combined,0.95,0.65,0.61
19399,som,lsi_linear_combined,0.95,0.7,0.58
19400,som,lsi_linear_combined,0.95,0.75,0.55
