,DR,TM,accuracy_local,accuracy_global,perception
15042,umap,tfidf,0.73,0.56,0.52
15043,umap,tfidf,0.82,0.55,0.48
15044,umap,tfidf,0.77,0.55,0.5
15045,umap,tfidf,0.74,0.55,0.5
15046,umap,tfidf,0.72,0.56,0.48
15047,umap,tfidf,0.74,0.55,0.5
15048,umap,tfidf,0.64,0.54,0.39
15049,umap,tfidf,0.85,0.55,0.48
15050,umap,tfidf,0.69,0.56,0.46
15051,umap,tfidf,0.74,0.56,0.51
15052,umap,tfidf,0.73,0.56,0.51
15053,umap,tfidf,0.75,0.55,0.49
15054,umap,tfidf,0.76,0.55,0.51
15055,umap,tfidf,0.76,0.56,0.47
15056,umap,tfidf,0.68,0.53,0.41
15057,umap,tfidf,0.74,0.55,0.47
15058,umap,tfidf,0.81,0.55,0.5
15059,umap,tfidf,0.66,0.57,0.47
15060,umap,tfidf,0.68,0.54,0.43
15061,umap,tfidf,0.77,0.55,0.52
15062,umap,tfidf,0.74,0.56,0.51
15063,umap,tfidf,0.81,0.56,0.48
15064,umap,tfidf,0.83,0.56,0.48
15065,umap,tfidf,0.61,0.54,0.4
15066,umap,tfidf,0.73,0.56,0.52
15067,umap,tfidf,0.72,0.56,0.46
15068,umap,tfidf,0.77,0.56,0.47
15069,umap,tfidf,0.75,0.56,0.47
15070,umap,tfidf,0.79,0.55,0.49
15071,umap,tfidf,0.74,0.55,0.5
18879,umap,tfidf,0.91,0.7,0.24
18880,umap,tfidf,0.93,0.69,0.22
18881,umap,tfidf,0.89,0.68,0.23
18882,umap,tfidf,0.91,0.68,0.22
18883,umap,tfidf,0.9,0.69,0.23
18884,umap,tfidf,0.92,0.69,0.24
18885,umap,tfidf,0.87,0.68,0.23
18886,umap,tfidf,0.91,0.71,0.25
18887,umap,tfidf,0.78,0.57,0.23
18888,umap,tfidf,0.89,0.67,0.22
18889,umap,tfidf,0.93,0.7,0.23
18890,umap,tfidf,0.89,0.7,0.24
18891,umap,tfidf,0.91,0.67,0.23
18892,umap,tfidf,0.92,0.7,0.22
18893,umap,tfidf,0.91,0.71,0.22
18894,umap,tfidf,0.89,0.68,0.29
18895,umap,tfidf,0.92,0.7,0.22
18896,umap,tfidf,0.89,0.68,0.23
18897,umap,tfidf,0.82,0.59,0.26
18898,umap,tfidf,0.89,0.7,0.23
18899,umap,tfidf,0.88,0.69,0.23
18900,umap,tfidf,0.81,0.58,0.28
18901,umap,tfidf,0.9,0.69,0.22
18902,umap,tfidf,0.81,0.59,0.24
18903,umap,tfidf,0.9,0.68,0.23
18904,umap,tfidf,0.93,0.69,0.22
18905,umap,tfidf,0.92,0.69,0.23
18906,umap,tfidf,0.91,0.7,0.23
18907,umap,tfidf,0.89,0.69,0.22
18908,umap,tfidf,0.89,0.7,0.23
18909,umap,tfidf,0.92,0.67,0.22
18910,umap,tfidf,0.93,0.68,0.23
18911,umap,tfidf,0.89,0.69,0.23
18912,umap,tfidf,0.9,0.68,0.22
18913,umap,tfidf,0.79,0.56,0.23
18914,umap,tfidf,0.92,0.69,0.23
18915,umap,tfidf,0.79,0.61,0.23
18916,umap,tfidf,0.92,0.68,0.23
18917,umap,tfidf,0.9,0.68,0.23
18918,umap,tfidf,0.9,0.66,0.23
18919,umap,tfidf,0.9,0.69,0.23
18920,umap,tfidf,0.9,0.69,0.23
22633,umap,tfidf,0.96,0.67,0.67
22634,umap,tfidf,0.97,0.7,0.71
22635,umap,tfidf,0.97,0.66,0.68
22636,umap,tfidf,0.96,0.67,0.68
22637,umap,tfidf,0.98,0.69,0.7
22638,umap,tfidf,0.97,0.65,0.59
22639,umap,tfidf,0.78,0.54,0.43
22640,umap,tfidf,0.96,0.68,0.7
22641,umap,tfidf,0.97,0.69,0.69
22642,umap,tfidf,0.8,0.55,0.45
22643,umap,tfidf,0.98,0.68,0.69
22644,umap,tfidf,0.96,0.66,0.69
22645,umap,tfidf,0.97,0.68,0.69
22646,umap,tfidf,0.97,0.68,0.69
22647,umap,tfidf,0.97,0.67,0.69
22648,umap,tfidf,0.95,0.67,0.67
22649,umap,tfidf,0.97,0.64,0.61
22650,umap,tfidf,0.96,0.67,0.68
22651,umap,tfidf,0.98,0.7,0.71
22652,umap,tfidf,0.96,0.68,0.67
22653,umap,tfidf,0.98,0.69,0.7
22654,umap,tfidf,0.79,0.54,0.43
22655,umap,tfidf,0.95,0.68,0.67
22656,umap,tfidf,0.79,0.54,0.46
22657,umap,tfidf,0.97,0.68,0.68
22658,umap,tfidf,0.97,0.65,0.59
22659,umap,tfidf,0.95,0.68,0.67
22660,umap,tfidf,0.98,0.69,0.66
22661,umap,tfidf,0.97,0.67,0.69
22662,umap,tfidf,0.98,0.7,0.68
22663,umap,tfidf,0.98,0.69,0.67
22664,umap,tfidf,0.98,0.69,0.7
22665,umap,tfidf,0.97,0.7,0.69
22666,umap,tfidf,0.96,0.66,0.64
22667,umap,tfidf,0.97,0.67,0.65
22668,umap,tfidf,0.98,0.68,0.7
22669,umap,tfidf,0.97,0.69,0.67
22670,umap,tfidf,0.95,0.65,0.61
22671,umap,tfidf,0.96,0.67,0.68
22672,umap,tfidf,0.8,0.55,0.44
22673,umap,tfidf,0.97,0.69,0.68
22674,umap,tfidf,0.8,0.55,0.46
