,DR,TM,accuracy_local,accuracy_global,perception
22245,som,bow,0.93,0.59,0.55
22246,som,bow,0.89,0.56,0.45
22247,som,bow,0.92,0.59,0.58
22248,som,bow,0.84,0.51,0.41
22249,som,bow,0.92,0.59,0.61
22250,som,bow,0.91,0.6,0.54
22251,som,bow,0.9,0.6,0.53
22252,som,bow,0.88,0.55,0.52
22253,som,bow,0.93,0.6,0.55
22254,som,bow,0.92,0.62,0.59
22255,som,bow,0.89,0.6,0.5
22256,som,bow,0.85,0.52,0.44
22257,som,bow,0.93,0.59,0.55
22258,som,bow,0.9,0.56,0.5
22259,som,bow,0.91,0.57,0.52
22260,som,bow,0.93,0.57,0.52
22261,som,bow,0.86,0.56,0.43
22262,som,bow,0.86,0.58,0.48
22263,som,bow,0.91,0.58,0.52
22264,som,bow,0.77,0.54,0.42
22265,som,bow,0.9,0.58,0.49
22266,som,bow,0.84,0.57,0.41
