Experiment,Trustworthiness,Continuity,Shephard Diagram Correlation,Normalized Stress,7-Neighborhood Hit,Calinski-Harabasz-Index,Silhouette coefficient,Davies-Bouldin-Index,SDBW validity index,Distance consistency,Complete List of Hyperparameters,DR,TM
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9852806325719374,0.9733181730133206,0.3099756867998616,380.5415813731221,0.7233770386952351,567.9862532787624,0.0658513938007645,5.688177150029569,0.7042166344734833,0.5334186120882635,"{'som': {'n': 30, 'm': 20}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9846214395645764,0.9724407151475136,0.3716681603990568,224.98460912021952,0.7226917629859746,490.4948562844671,-0.0026834743398196,3.2435852892995265,0.5785122777260638,0.5452510393348257,"{'som': {'n': 25, 'm': 15}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9822840834644117,0.9724400553827102,0.3752048324640735,117.8347234003288,0.7053314450180456,415.0608076210212,0.0230437015473417,3.593956279044628,0.6720586611644102,0.51135273425008,"{'som': {'n': 15, 'm': 15}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9325635481060324,0.94358452329002,0.3321366300864536,7.777045133508514,0.4923020695326419,587.6816831294133,0.1431949131985108,3.387984678610908,0.678659409785513,0.6734889670610809,"{'som': {'n': 5, 'm': 5}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9854965955842908,0.9757827171061648,0.3620480619750361,281.4786767999782,0.7252958106811641,321.2669440551662,0.0028095774322422,4.936915907809936,0.824540161905255,0.4707387272145826,"{'som': {'n': 20, 'm': 25}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9862123964117944,0.977263053387992,0.3530692023554022,353.75978502032683,0.7216410068984421,711.8070115067228,0.0720491274903317,2.839309220590093,0.6623831738610357,0.6008954269267669,"{'som': {'n': 25, 'm': 25}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9855078702317112,0.9750925444759184,0.3479727898886474,168.87256565600464,0.7088948787061995,435.5536287284507,0.0265808722452818,4.2441600903492,0.6946836333103629,0.5599616245602814,"{'som': {'n': 15, 'm': 20}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9846265564071636,0.9695658120083176,0.3007146388344358,234.5158558834952,0.7111334460231165,483.4348272145769,0.1072555681622246,3.357069531615486,0.7385204105611485,0.6248800767508794,"{'som': {'n': 15, 'm': 25}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9710730666941284,0.9620026348367192,0.4142124309605617,67.09481476658812,0.656357074329572,248.511103908692,-0.1037236657619118,5.923231915259829,0.6902383223841609,0.3728813559322034,"{'som': {'n': 25, 'm': 5}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9851829433966957,0.970756394249877,0.3086755239255236,197.710918377163,0.7070217917675545,496.69216039065697,0.0203433837515671,4.714310702237349,0.6264017221770294,0.4953629677006715,"{'som': {'n': 10, 'm': 25}}",som,bert
seven_categories_bert_all-MiniLM-L6-v2_n_categories_7_som__10_0_0_0_0_0,0.9768070826015564,0.9479471520768428,0.1934348736308741,98.82873543336598,0.6791995979715838,276.2482570144091,-0.1676505445737358,4.957163198087295,0.5646700911846569,0.3482571154461145,"{'som': {'n': 5, 'm': 20}}",som,bert
