Experiment,Trustworthiness,Continuity,Shephard Diagram Correlation,Normalized Stress,7-Neighborhood Hit,Calinski-Harabasz-Index,Silhouette coefficient,Davies-Bouldin-Index,SDBW validity index,Distance consistency,Complete List of Hyperparameters,DR,TM
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_mds__10_0_0_0_0_0,0.5295342980173402,0.4299392124445854,-0.3378364870216739,0.2771655428431998,0.3919573832261417,0.2410483243801632,-0.0541978288034553,207.24262885130253,1.8101182613782896,0.2417462482946794,"{'mds': {'max_iter': 100, 'dissimilarity_metric': 'cosine'}}",mds,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_mds__10_0_0_0_0_0,0.5295342980173402,0.4299392124445854,-0.3378364870216842,0.2771655428431996,0.3919573832261417,0.2410483243803713,-0.0541978288034553,207.2426288512385,1.8101182613782905,0.2417462482946794,"{'mds': {'max_iter': 300, 'dissimilarity_metric': 'cosine'}}",mds,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_mds__10_0_0_0_0_0,0.5295342980173402,0.4299392124445854,-0.3378364870216842,0.2771655428431996,0.3919573832261417,0.2410483243803713,-0.0541978288034553,207.2426288512385,1.8101182613782905,0.2417462482946794,"{'mds': {'max_iter': 200, 'dissimilarity_metric': 'cosine'}}",mds,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_mds__10_0_0_0_0_0,0.5295342980173402,0.4299392124445854,-0.3378364870216739,0.2771655428431998,0.3919573832261417,0.2410483243801632,-0.0541978288034553,207.24262885130253,1.8101182613782896,0.2417462482946794,"{'mds': {'max_iter': 250, 'dissimilarity_metric': 'cosine'}}",mds,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_mds__10_0_0_0_0_0,0.5295342980173402,0.4299392124445854,-0.3378364870216739,0.2771655428431998,0.3919573832261417,0.2410483243801632,-0.0541978288034553,207.24262885130253,1.8101182613782896,0.2417462482946794,"{'mds': {'max_iter': 150, 'dissimilarity_metric': 'cosine'}}",mds,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8384660330986328,0.7012461929115348,0.1970426115128729,95.087458261102,0.3661534463717274,155.6745115720451,-0.0481749437104412,25.90456197128937,1.1132820363211762,0.3365165984538426,"{'som': {'n': 5, 'm': 15}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8897472408855455,0.7691779007389261,0.288058271221757,360.6984819486794,0.4765152991619567,1302.309218668089,0.0159036322345174,9.909140050035568,1.2159862428406505,0.4409276944065484,"{'som': {'n': 10, 'm': 25}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.9004753037780863,0.7892726101747235,0.3033601959838278,288.5006367172811,0.4978236860910803,560.7419000238234,0.0192100374932531,6.729222629367868,0.9792443530254428,0.4341973624374716,"{'som': {'n': 15, 'm': 20}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8826544947242646,0.781315947284331,0.2701297946297414,209.502380424157,0.4753849152212044,963.4417377457288,0.0366474713025494,5.26968965045875,0.792425278524515,0.5002273760800364,"{'som': {'n': 15, 'm': 15}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.9116554809748134,0.7927022403889662,0.3187069583365706,511.5484846507573,0.5360228675371922,1095.4373203947391,0.0496958187708881,4.82128235402077,0.6998360707044559,0.5276944065484311,"{'som': {'n': 20, 'm': 25}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.9234745551474884,0.7898982764699138,0.307845936231404,781.880647263993,0.56677710647697,1275.1842286012218,0.0454560524112011,5.161814016921031,0.6465881202160768,0.5228740336516599,"{'som': {'n': 25, 'm': 30}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8926214332817165,0.7759770488084722,0.26617545452447,382.52818544424485,0.4839082699928538,1270.038281949227,0.0047875981701851,44.89890855771171,0.9444134549547756,0.4450204638472033,"{'som': {'n': 25, 'm': 10}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8954399988568502,0.7785564353770967,0.2820123661843446,314.896782073364,0.4839992204248684,1508.5172173986757,0.0500113091008112,5.069862993318129,0.6842430914885369,0.5070486584811278,"{'som': {'n': 20, 'm': 15}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.917543092510576,0.7867113278143237,0.3224315312842818,630.1982651002903,0.552471902812967,932.436489828422,0.0405756414215036,7.261961358869534,0.8387183108859076,0.5174170077307867,"{'som': {'n': 25, 'm': 25}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8551636431160312,0.7333197146630105,0.2619592645138,191.64103150847453,0.3916325602546613,739.4840415861299,-0.0246483373221565,22.18662254943164,1.1019001745742234,0.4175534333788085,"{'som': {'n': 5, 'm': 20}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8743830989568806,0.7752086709611433,0.282856630314801,142.60178079010933,0.4267394270122783,901.889776407292,0.0253892919103733,5.342200387161745,0.7587024061416031,0.5046839472487494,"{'som': {'n': 10, 'm': 15}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.918608579282048,0.7973447082410734,0.3242013646744364,660.807967368353,0.5489898005586955,1644.529686193938,0.0553774533281451,5.075349540635695,1.203306762634678,0.5276034561164166,"{'som': {'n': 20, 'm': 30}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8849019053552449,0.7566069288122896,0.2631957031947559,230.72665523940003,0.4593516533489247,786.6913573496206,0.0081790103953476,5.162140495027566,0.6943258152829412,0.4581173260572987,"{'som': {'n': 10, 'm': 20}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.9047890912380648,0.7782370442595311,0.2622363272178192,430.18239753478656,0.5009160007795751,1241.203560684471,0.0279152630574305,4.517210092191806,0.6495387390538051,0.4944974988631196,"{'som': {'n': 15, 'm': 25}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.9234634903475056,0.7966109584624522,0.3361067226599227,785.0578425703185,0.5693756902488144,1157.7456200607076,0.0387749824811551,8.612012660517507,0.7337647660782549,0.481218735788995,"{'som': {'n': 30, 'm': 25}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8222927696866971,0.7154674133951694,0.144913960079192,47.25805706929129,0.3230689274345481,354.55831998040065,-0.003296075287742,24.40483371596216,1.5361354922543435,0.4009095043201455,"{'som': {'n': 5, 'm': 10}}",som,bert
lyrics_bert_all-MiniLM-L6-v2_n_categories_4_som__10_0_0_0_0_0,0.8240467179181956,0.7112112447514356,0.0846107153802181,55.36986681354402,0.3175079581628013,341.4306417279869,-0.031319270417192,43.45741398241381,1.306354596269327,0.3591632560254661,"{'som': {'n': 10, 'm': 5}}",som,bert
